job_url,site,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://id.indeed.com/viewjob?jk=ab16b581cc5a470a,indeed,Engineer,PT Widya Inovasi Indonesia,"Yogyakarta, YO, Indonesia",fulltime,2023-10-31,,,,,False,0,,,"Melakukan AI Modeling untuk permasalahan yang diberikan dengan metode Native Image Processing, Rule Based, Machine Learning dan/atau Deep Learning."
https://id.indeed.com/viewjob?jk=a86bb34c8b4800b3,indeed,Engineer,MSBU,"Jakarta, JK, Indonesia",contract,2023-10-28,,,,,False,0,,,"Our competitive advantages of SLA, client-success delivery, and community-based recruitment model are proven through our exemplary track record in filling the…"
https://id.indeed.com/viewjob?jk=35867dd6edec0f45,indeed,Engineer,Reeracoen Indonesia,"Jakarta, JK, Indonesia",,2023-10-19,,,,,False,0,,,"Bachelor Degree in IT/Computer Science or related major. Proficiency in text-to-image generative models (e.g. Stable Diffusion, DALLE, MidJourney)."
https://id.indeed.com/viewjob?jk=c7d567b0d5ff56e8,indeed,Intern,Evermos,"Bandung, JB, Indonesia",internship,2023-10-30,,,,,False,0,,,"As an AI Engineer Intern, you will gain hands-on experience in the development and deployment of cutting-edge artificial intelligence solutions including…"
https://id.indeed.com/viewjob?jk=e20766885f5af797,indeed,Engineering Intern,ZettaByte Pte. Ltd.,"Badung, BA, Indonesia",internship,2023-09-29,,,,,False,0,,,"Excellent Collaboration and Communication Skills. Proficient in English both oral and written. Available to do internship in Bali, Indonesia."
https://id.indeed.com/viewjob?jk=b3c147c67c0d80d3,indeed,Engineer,Salesforce,Indonesia,fulltime,2023-10-25,,,,,False,0,,,The Solution Engineer is responsible for leading the solution throughout the sales cycle and delivering thought leadership to companies to transform their…
https://id.indeed.com/viewjob?jk=aa394cedb9e1b965,indeed,Head of Ai,Talentvis,Indonesia,fulltime,2022-10-25,,,,,False,0,,,5-10 Years of experience in Machine Learning related fields. Experience in building highly scalable Machine Learning solutions.
https://id.indeed.com/viewjob?jk=f4b90de9ecd1dd2f,indeed,Account Executive,Salesforce,Indonesia,fulltime,2023-11-07,,,,,False,0,,,The Named Account Executive maintains and expands relationships with strategically important and large enterprises.
https://id.indeed.com/viewjob?jk=b05bf03a1f226003,indeed,Software Engineer Intern,Cybertrend Intrabuana,"Jakarta, JK, Indonesia",internship,2023-03-06,,,,,False,0,,,"Collaborate with diverse teams to plan, prototype, build and maintain new features. Design, implement & operate new web services using some language program."
https://id.indeed.com/viewjob?jk=a6483faae5143918,indeed,Data Specialist,PT. Jasa Teknologi Informasi IBM,"Jakarta, JK, Indonesia",fulltime,2023-07-26,,,,,False,0,,,Deeply understand customer business and technology needs; become the face of IBM to the customer. Co-defines customer roadmap for implementation and value…
https://id.indeed.com/viewjob?jk=591f3c5e715c8978,indeed,Quality Assurance Analyst,NTT Ltd.,"Jakarta, JK, Indonesia",,2023-07-21,,,,,False,0,,,Ability to mentor junior engineers. ME/MTech in Computer Science or equivalent with related demonstrable experience or BE/BTech in Computer Science or…
https://id.indeed.com/viewjob?jk=bc02e42f9df4f97f,indeed,Machine Learning Engineer,Tokopedia,"Jakarta, JK, Indonesia",fulltime,2023-10-13,,,,,False,0,,,Deploy and maintain large-scale vector databases such as Milvus and Pinecode. Optimize the inference time of LLM services without sacrificing model accuracy.
https://id.indeed.com/viewjob?jk=32ca400390f208d2,indeed,Machine Learning Engineer,PT Data Labs Analytics,"Jakarta, JK, Indonesia",fulltime,2023-09-25,,,,,False,0,,,"At least 1 year experience in Machine Learning & Data Science. Proficient in all aspects of model architecture, data pipeline interaction and metrics…"
https://id.indeed.com/viewjob?jk=f1dddedfbce8de1e,indeed,Senior Software Engineer,StrategArt,"Jakarta, JK, Indonesia",,2021-10-08,,,,,False,0,,,Our Client brings the best of AI (artificial intelligent) + human-led conversational automation for enterprises. The channels will be built using node js.
https://id.indeed.com/viewjob?jk=26f054353127e51e,indeed,Red Teamer & Pentester-regional Cyber Team,Lazada,Indonesia,,2023-09-28,,,,,False,0,,,"Previous experience in a security consultant, analyst, engineer, architect or a similar role. We are looking for a candidate with strong technical background…"
https://id.indeed.com/viewjob?jk=f1dddedfbce8de1e,indeed,Senior Software Engineer,StrategArt,"Jakarta, JK, Indonesia",,2021-10-08,,,,,False,0,,,Our Client brings the best of AI (artificial intelligent) + human-led conversational automation for enterprises. The channels will be built using node js.
https://id.indeed.com/viewjob?jk=025a8ad3a6caed79,indeed,Engineer,SMART Agribusiness and Food,"Jakarta, JK, Indonesia",fulltime,2023-05-22,,,,,False,0,,,"Design, develop, test & implement cool digital-solutions (be it Web / Mobile / AI / IoT / Robotic / Biz Intelligence). Highly experienced in NodeJS & RDBMS."
https://id.indeed.com/viewjob?jk=4ddfcb1279d2690f,indeed,Software Engineer,StrategArt,"Jakarta, JK, Indonesia",,2021-10-08,,,,,False,0,,,Our Client brings the best of AI (artificial intelligent) + human-led conversational automation for enterprises. The channels will be built using node js.
https://id.indeed.com/viewjob?jk=7a308101f86a191a,indeed,Data Scientist,INFUSEmedia,"Jakarta, JK, Indonesia",,2023-11-07,,,,,False,0,,,"You'll be in the driver's seat during our Discovery phase, designing the tools that will mine the web for top-notch business research papers."
https://id.indeed.com/viewjob?jk=d1540a27877f1724,indeed,Account Manager,Yellow.ai,Indonesia,,2023-10-30,,,,,False,0,,,Execute with Clarity & Focus - Pursue objectives with precision and unwavering focus. Create Customer Success - Create a customer-centric culture that…
https://id.indeed.com/viewjob?jk=af1d926500674df9,indeed,Quality Assurance Analyst,NTT Ltd.,"Jakarta, JK, Indonesia",,2023-10-23,,,,,False,0,,,Ability to mentor junior engineers. ME/MTech in Computer Science or equivalent with related demonstrable experience or BE/BTech in Computer Science or…
https://id.indeed.com/viewjob?jk=765101793afe2074,indeed,Head of Digital,Talentvis,Indonesia,fulltime,2021-09-01,,,,,False,0,,,IT Engineers (Software/Applications/Database)IT Management (Projects/Infrastructure). 3+ years of experience leading digital transformation.
https://id.indeed.com/viewjob?jk=456b6e602bda7d5b,indeed,Development Operations Engineer,Tokopedia,"Jakarta, JK, Indonesia",fulltime,2023-08-15,,,,,False,0,,,"Implement robust CI/CD pipelines to streamline application deployment and updates. Manage and optimize data pipelines using Dataflow, ensuring efficient data…"
https://id.indeed.com/viewjob?jk=f20d1623423d7b95,indeed,Software Engineer,FinAccel,"Jakarta, JK, Indonesia",fulltime,2023-10-06,,,,,False,0,,,"Develop and implement Machine Learning pipeline infrastructure, including but not limited to: ETL (Extract, Transform and Load) of raw data into model features…"
https://id.indeed.com/viewjob?jk=849d1e003eb5d842,indeed,Full Stack Developer,LIQUIDX Studio,"Jakarta, JK, Indonesia",fulltime,2023-10-17,monthly,31446600,55031552,IDR,False,0,,,"Mentor junior software engineers and facilitate agile development process. With Tech Lead, work closely with project co founders, experts in the field, product…"
https://id.indeed.com/viewjob?jk=1b916579395d57a5,indeed,Solutions Engineer,Monroe Consulting Group,Indonesia,,2023-10-16,,,,,False,0,,,Supporting the sales team in pinpoint customer's problems and translate technologies into solutions. Create and enhance Tools and Processes to support the…
