job_url,site,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://id.indeed.com/viewjob?jk=f4709144130dc2d9,indeed,IT Security Specialist,Deloitte,"Jakarta, JK, Indonesia",,2023-04-12,,,,,False,0,,,Support cyber maturity and cyber risk assessment to understand client cyber security posture. Support development of information security / cyber security…
https://id.indeed.com/viewjob?jk=5db1e7e215d31896,indeed,IT Security Specialist,PT Dua Empat Tujuh,"Yogyakarta, YO, Indonesia",contract,2023-09-27,monthly,4000000,-1,IDR,False,0,,,"Knowledge of cyber threats and vulnerabilities. Familiarity with network protocols, firewalls, and security technologies."
https://id.indeed.com/viewjob?jk=2b8081f2803208f5,indeed,Security Engineer,Ensign InfoSecurity (Cyber Security) Pte Ltd,"Jakarta, JK, Indonesia",internship,2023-09-19,,,,,False,0,,,Support vulnerability assessments by reviewing and providing remediation to the security hardening of the security solutions.
https://id.indeed.com/viewjob?jk=868b5e839d718398,indeed,IT Security Specialist,Wowrack,"JI, Indonesia",,2023-11-01,,,,,False,0,,,"Fresh graduates, experienced in cyber security is plus. Cyber Security Analyst will be responsible for monitoring and responding security alerts, incidents, and…"
https://id.indeed.com/viewjob?jk=9788db54a3ffd22b,indeed,Auditor,CIMB Group,Indonesia,fulltime,2023-07-04,,,,,False,0,,,"Participants will experience development through in-class, e-Learning, on the job training, rotational assignments, exposure to senior leaders, and mentoring."
https://id.indeed.com/viewjob?jk=085988f8d049d029,indeed,IT Specialist,CIMB Group,Indonesia,fulltime,2023-08-25,,,,,False,0,,,Bertanggung jawab terhadap pengelolaan risiko operasional dan Risk Awareness dari RTU terkait. Monitor corrective action yang dilakukan RTU atas temuan QA.
https://id.indeed.com/viewjob?jk=474ff323cad45c04,indeed,IT Security Specialist,Accenture,"Jakarta, JK, Indonesia",fulltime,2021-12-13,,,,,False,0,,,Familiar with cloud-based enterprise security technologies. Advising and shaping security architecture best practices in an evolving client environment.
https://id.indeed.com/viewjob?jk=2bdee8d66142dd8e,indeed,Auditor,CIMB Group,Indonesia,fulltime,2023-07-16,,,,,False,0,,,"Participants will experience development through in-class, e-Learning, on the job training, rotational assignments, exposure to senior leaders, and mentoring."
https://id.indeed.com/viewjob?jk=7aafdd6e1e85f485,indeed,IT Specialist,CIMB Group,Indonesia,fulltime,2023-08-25,,,,,False,0,,,Bertanggung jawab terhadap pengelolaan risiko operasional dan Risk Awareness dari RTU terkait. Monitor corrective action yang dilakukan RTU atas temuan QA.
https://id.indeed.com/viewjob?jk=66faed64f01c8195,indeed,IT Security Specialist,Serasi Autoraya,"Jakarta, JK, Indonesia",fulltime,2023-10-16,,,,,False,0,,,"'Manage and control the security of company information and data networks, including standardizing security devices (Firewall, IPS/IDS, Proxy,."
https://id.indeed.com/viewjob?jk=954d5233696bf40d,indeed,Business Intern,Ensign InfoSecurity (Cyber Security) Pte Ltd,"Jakarta, JK, Indonesia",internship,2023-07-13,,,,,False,0,,,Conducting market research and stay up to date with tech industry trends. Prepare and deliver impactful proposal and presentations slides.
https://id.indeed.com/viewjob?jk=9200890a1880a59d,indeed,IT Security Specialist,PT NOOSC SECURITY GLOBAL,"Jakarta, JK, Indonesia",fulltime,2023-11-06,monthly,12000000,17000000,IDR,False,0,,,"Melakukan review, analisis, memberikan saran dan rekomendasi terhadap kondisi tata kelola keamanan informasi. Memberikan masukan substansif untuk mengoptimalkan…"
https://id.indeed.com/viewjob?jk=dde82d1387050bb3,indeed,Data Privacy Advisor 1222,CIMB Group,Indonesia,fulltime,2023-10-23,,,,,False,0,,,Respond to privacy and security-related customer and regulatory inquiries and investigations in coordination with Legal Counselor.
https://id.indeed.com/viewjob?jk=70820cd606ffc37f,indeed,Penetration Tester,Deloitte,"Jakarta, JK, Indonesia",,2022-02-23,,,,,False,0,,,Assisting in technical scoping of security testing activities. Minimum of 1-year experience working in a professional environment preferably as part of an…
https://id.indeed.com/viewjob?jk=d48e7bdf21a9f606,indeed,IT Security Specialist,Elabram Systems Sdn Bhd,"Jakarta, JK, Indonesia",contract,2023-10-28,monthly,10000000,14000000,IDR,False,0,,,"Fresh graduate with strong passion in cyber security is welcomed. Good security knowledge, preferably in web and mobile security."
https://id.indeed.com/viewjob?jk=330ac0dd89618fcb,indeed,IT Security Specialist,Indomaret,"Jakarta, JK, Indonesia",,2020-12-23,,,,,False,0,,,"Investigating, control and responding to cyber incidents and attacks to facilitate fast recovery and mitigate risk of damage and re-occurrence."
https://id.indeed.com/viewjob?jk=26f054353127e51e,indeed,Red Teamer & Pentester-regional Cyber Team,Lazada,Indonesia,,2023-09-28,,,,,False,0,,,Mobile application security testing (Android / iOS). Document security flaws including technical details and providing remediation recommendations.
https://id.indeed.com/viewjob?jk=5b8e556f5eb05c6e,indeed,Staf Security,PT NOOSC SECURITY GLOBAL,"Jakarta, JK, Indonesia",fulltime,2023-11-06,,,,,False,0,,,Melakukan koordinasi kepada Information Security Analyst terhadap insiden keamanan informasi. Melakukan koordinasi dengan tim terkait di client untuk melakukan…
https://id.indeed.com/viewjob?jk=15c051f126885af8,indeed,Lecturer,Kompas Gramedia,"Tangerang, BT, Indonesia",fulltime,2021-03-29,,,,,False,0,,,"Carry out various study program activities, both internal and external, in accordance with assignments from the Head of the Study Program."
https://id.indeed.com/viewjob?jk=086f0dd14a658a16,indeed,IT Security Specialist,Standard Chartered,"Jakarta, JK, Indonesia",fulltime,2023-10-25,,,,,False,0,,,Lead investigations into intrusions and other cyber security breaches. Work with VAPT / Red team members to incorporate security vulnerabilities and/or attack…
https://id.indeed.com/viewjob?jk=eaaafe1f76c5fc52,indeed,Trainee (non-program) - Cyber Strategy (risk Advisory),Deloitte,"Jakarta, JK, Indonesia",,2022-02-03,,,,,False,0,,,"Perform security and auditing management, maintaining roles, parameters and User Profiles. Work with technical teams to design security guidelines for tables,…"
https://id.indeed.com/viewjob?jk=a7472a5956c1c230,indeed,IT Security Specialist,Titan Guard Indonesia,"Jakarta, JK, Indonesia",fulltime,2023-10-26,monthly,10000000,20000000,IDR,False,0,,,"Pre- and Post-Sales support for products including design, technical advice, and point of contact. Deliver product presentations and demonstrations, and provide…"
